feature_id,cf_class,cf_superclass,cf_subclass,molecular_family
14423,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_176
15199,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_50
14118,no_matches,no_matches,no_matches,mf_singleton
2127,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_155
3473,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
17507,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_singleton
16064,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
1260,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
18346,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
9375,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
14665,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_179
7147,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
1702,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_155
777,no_matches,no_matches,no_matches,mf_singleton
3758,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
444,no_matches,no_matches,no_matches,mf_singleton
773,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
13427,no_matches,no_matches,no_matches,mf_singleton
4288,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_268
14192,no_matches,no_matches,no_matches,mf_singleton
1846,no_matches,no_matches,no_matches,mf_singleton
15434,no_matches,no_matches,no_matches,mf_singleton
15080,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_217
18466,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_97
13767,no_matches,no_matches,no_matches,mf_singleton
16585,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_247
5806,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
18188,no_matches,no_matches,no_matches,mf_12
818,no_matches,no_matches,no_matches,mf_singleton
8813,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_167
3464,no_matches,no_matches,no_matches,mf_singleton
8218,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
18395,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_126
14955,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_218
16677,no_matches,no_matches,no_matches,mf_singleton
7018,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
6186,no_matches,no_matches,no_matches,mf_singleton
16478,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
14922,Fatty_Acyls,Lipids_and_lipid-like_molecules,Eicosanoids,mf_339
13754,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_43
620,Carboxylic_acids_and_derivatives,Nucleosides-_nucleotides-_and_analogues,not_available,mf_197
3544,no_matches,no_matches,no_matches,mf_singleton
3025,no_matches,no_matches,no_matches,mf_singleton
17782,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_436
10478,no_matches,no_matches,no_matches,mf_singleton
13870,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_485
6189,no_matches,no_matches,no_matches,mf_singleton
2694,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,Hydroxycinnamic_acids_and_derivatives,mf_273
2646,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
654,no_matches,no_matches,no_matches,mf_singleton
1171,Phenols,Benzenoids,Benzenediols,mf_singleton
4088,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
2749,Quinolines_and_derivatives,Organoheterocyclic_compounds,not_available,mf_302
11572,no_matches,no_matches,no_matches,mf_singleton
17808,Fatty_Acyls,Lipids_and_lipid-like_molecules,Hopanoids,mf_340
11128,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
5219,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_160
13628,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
11166,Benzopyrans,Organoheterocyclic_compounds,not_available,mf_singleton
12373,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
12067,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_227
11968,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
14385,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
9887,Coumarins_and_derivatives,Organoheterocyclic_compounds,Pyranocoumarins,mf_713
18326,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
6992,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_330
17426,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
7055,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
4490,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_singleton
17065,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_52
537,Organooxygen_compounds,Organic_oxygen_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_24
16464,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_5
2281,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_214
13547,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_38
5479,no_matches,no_matches,no_matches,mf_singleton
11326,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
505,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_261
4329,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_268
11276,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_282
5807,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
7187,no_matches,no_matches,no_matches,mf_singleton
15392,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
4058,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_268
15942,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
2220,no_matches,no_matches,no_matches,mf_singleton
5818,Benzene_and_substituted_derivatives,Organoheterocyclic_compounds,Benzoic_acids_and_derivatives,mf_435
1333,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_349
14105,no_matches,no_matches,no_matches,mf_singleton
12937,no_matches,no_matches,no_matches,mf_singleton
589,no_matches,no_matches,no_matches,mf_singleton
2569,no_matches,no_matches,no_matches,mf_singleton
16434,no_matches,no_matches,no_matches,mf_singleton
1201,Carboxylic_acids_and_derivatives,Nucleosides-_nucleotides-_and_analogues,not_available,mf_197
14309,no_matches,no_matches,no_matches,mf_singleton
15388,no_matches,no_matches,no_matches,mf_singleton
2803,Imidazopyrimidines,Organoheterocyclic_compounds,Purines_and_purine_derivatives,mf_475
12705,no_matches,no_matches,no_matches,mf_singleton
10989,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
11661,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_alcohol_esters,mf_95
3382,Benzene_and_substituted_derivatives,Benzenoids,Amino_acids-_peptides-_and_analogues,mf_75
588,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
8243,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_425
13867,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Cholestane_steroids,mf_singleton
15751,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_358
17539,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
15146,no_matches,no_matches,no_matches,mf_singleton
5704,Benzene_and_substituted_derivatives,Organoheterocyclic_compounds,Carbonyl_compounds,mf_237
12723,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_506
689,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_72
11351,Fatty_Acyls,Lipids_and_lipid-like_molecules,not_available,mf_59
16462,Fatty_Acyls,Lipids_and_lipid-like_molecules,Diradylglycerols,mf_49
18020,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
15470,no_matches,no_matches,no_matches,mf_singleton
1810,no_matches,no_matches,no_matches,mf_singleton
15133,Lactones,Organoheterocyclic_compounds,not_available,mf_101
15652,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_38
1489,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
15653,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
16188,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_299
18276,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_247
10976,no_matches,no_matches,no_matches,mf_singleton
17898,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
14884,no_matches,no_matches,no_matches,mf_singleton
608,no_matches,no_matches,no_matches,mf_singleton
17710,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
17650,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_145
9400,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
14152,no_matches,no_matches,no_matches,mf_singleton
8866,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
12427,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_alcohol_esters,mf_95
8568,no_matches,no_matches,no_matches,mf_singleton
7504,Benzene_and_substituted_derivatives,Benzenoids,Phenylpropanes,mf_singleton
11783,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
17021,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
1586,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
8385,Unsaturated_hydrocarbons,Benzenoids,not_available,mf_35
6663,Benzene_and_substituted_derivatives,Benzenoids,Cumenes,mf_singleton
11610,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_329
15562,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_369
250,Carboxylic_acids_and_derivatives,Phenylpropanoids_and_polyketides,Amino_acids-_peptides-_and_analogues,mf_1
6868,no_matches,no_matches,no_matches,mf_singleton
3945,Lactones,Organoheterocyclic_compounds,not_available,mf_101
17436,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
14768,no_matches,no_matches,no_matches,mf_singleton
16924,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_97
14950,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_38
17979,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_180
12002,Sphingolipids,Lipids_and_lipid-like_molecules,Glycosphingolipids,mf_141
13095,no_matches,no_matches,no_matches,mf_singleton
8238,no_matches,no_matches,no_matches,mf_singleton
7009,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
4001,Lactones,Organoheterocyclic_compounds,not_available,mf_101
2285,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_105
5626,Dihydrofurans,Organoheterocyclic_compounds,Furanones,mf_209
7606,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_194
13957,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
6987,Phenols,Benzenoids,1-hydroxy-2-unsubstituted_benzenoids,mf_singleton
10355,no_matches,no_matches,no_matches,mf_singleton
12190,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_singleton
15374,Peptidomimetics,Lipids_and_lipid-like_molecules,Hybrid_peptides,mf_375
15352,Linear_1-3-diarylpropanoids,Phenylpropanoids_and_polyketides,Cinnamylphenols,mf_514
17178,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_146
13602,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_361
17399,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_178
18093,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_442
1808,Carboxylic_acids_and_derivatives,Nucleosides-_nucleotides-_and_analogues,not_available,mf_197
18371,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_180
13875,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
11129,no_matches,no_matches,no_matches,mf_singleton
16253,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_506
5476,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_105
4010,Organooxygen_compounds,Organoheterocyclic_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_93
4518,Pyridines_and_derivatives,Organoheterocyclic_compounds,Pyridinecarboxylic_acids_and_derivatives,mf_singleton
14144,no_matches,no_matches,no_matches,mf_singleton
2710,Phenols,Benzenoids,Cresols,mf_singleton
18136,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
13411,no_matches,no_matches,no_matches,mf_singleton
9568,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
1518,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_85
10187,Peptidomimetics,Lipids_and_lipid-like_molecules,Hybrid_peptides,mf_706
642,no_matches,no_matches,no_matches,mf_singleton
2643,no_matches,no_matches,no_matches,mf_singleton
5133,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_113
5454,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_105
14706,Prenol_lipids,Lipids_and_lipid-like_molecules,Amino_acids-_peptides-_and_analogues,mf_553
16447,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
16413,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_374
4028,Fatty_Acyls,Organoheterocyclic_compounds,Furanones,mf_248
12618,no_matches,no_matches,no_matches,mf_singleton
10075,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
1236,Coumarins_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_103
15026,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
14583,no_matches,no_matches,no_matches,mf_singleton
17564,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphates,mf_212
7383,Prenol_lipids,Lipids_and_lipid-like_molecules,Terpene_lactones,mf_singleton
527,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_92
18090,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
17543,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_179
14318,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoserines,mf_98
17070,no_matches,no_matches,no_matches,mf_singleton
16816,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
14367,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_56
14932,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_50
5519,Organonitrogen_compounds,Organic_nitrogen_compounds,Amines,mf_115
18028,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Ergostane_steroids,mf_417
9905,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_376
12910,no_matches,no_matches,no_matches,mf_693
15093,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
8019,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
18551,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_179
16969,no_matches,no_matches,no_matches,mf_singleton
4107,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_singleton
14640,Organooxygen_compounds,Organic_oxygen_compounds,Phenylmethylamines,mf_657
15843,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Carboxylic_acid_derivatives,mf_singleton
13216,no_matches,no_matches,no_matches,mf_singleton
18138,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_52
2226,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_256
11606,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Vitamin_D_and_derivatives,mf_singleton
11930,Benzene_and_substituted_derivatives,Benzenoids,Styrenes,mf_378
10146,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
18424,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Cholestane_steroids,mf_29
17655,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_alcohols,mf_singleton
15755,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_217
1400,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_singleton
7406,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_8
1716,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_8
8810,no_matches,no_matches,no_matches,mf_singleton
759,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_210
10959,no_matches,no_matches,no_matches,mf_singleton
2500,Organooxygen_compounds,Organoheterocyclic_compounds,Carbohydrates_and_carbohydrate_conjugates,mf_93
3995,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_111
17348,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
18349,Flavonoids,Phenylpropanoids_and_polyketides,Flavonoid_glycosides,mf_52
3548,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
3370,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_267
2176,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
11555,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
3486,no_matches,no_matches,no_matches,mf_singleton
1909,no_matches,no_matches,no_matches,mf_singleton
1709,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,Hydroxycinnamic_acids_and_derivatives,mf_273
10942,no_matches,no_matches,no_matches,mf_384
12651,no_matches,no_matches,no_matches,mf_singleton
3407,Organooxygen_compounds,Organoheterocyclic_compounds,not_available,mf_4
17894,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Stigmastanes_and_derivatives,mf_247
15948,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
3267,Lactones,Organoheterocyclic_compounds,not_available,mf_101
18126,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
14879,no_matches,no_matches,no_matches,mf_singleton
6852,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
17250,no_matches,no_matches,no_matches,mf_singleton
17504,Glycerolipids,Lipids_and_lipid-like_molecules,Diradylglycerols,mf_singleton
8201,no_matches,no_matches,no_matches,mf_singleton
3725,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
14203,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_303
10495,no_matches,no_matches,no_matches,mf_singleton
15390,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_singleton
14920,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_38
10047,Sphingolipids,Lipids_and_lipid-like_molecules,Ceramides,mf_81
16490,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
9932,Organooxygen_compounds,Lipids_and_lipid-like_molecules,Carbohydrates_and_carbohydrate_conjugates,mf_47
14760,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_38
18199,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Steroidal_glycosides,mf_7
8724,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_54
16058,no_matches,no_matches,no_matches,mf_singleton
15461,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_50
1355,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_85
5975,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_111
7447,Organooxygen_compounds,Lipids_and_lipid-like_molecules,Carbonyl_compounds,mf_80
8096,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_singleton
3687,Prenol_lipids,Lipids_and_lipid-like_molecules,Monoterpenoids,mf_111
17875,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
3211,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_400
11433,Prenol_lipids,Lipids_and_lipid-like_molecules,Flavones,mf_39
9740,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
7199,Coumarins_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_363
17891,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
555,no_matches,no_matches,no_matches,mf_singleton
16410,no_matches,no_matches,no_matches,mf_singleton
11873,Prenol_lipids,Lipids_and_lipid-like_molecules,Diterpenoids,mf_singleton
8235,no_matches,no_matches,no_matches,mf_singleton
374,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,Amino_acids-_peptides-_and_analogues,mf_8
494,no_matches,no_matches,no_matches,mf_singleton
7736,Diarylheptanoids,Phenylpropanoids_and_polyketides,Cyclic_diarylheptanoids,mf_singleton
1504,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_297
17139,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_357
3331,Benzene_and_substituted_derivatives,Benzenoids,not_available,mf_400
9229,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_145
4317,no_matches,no_matches,no_matches,mf_singleton
2925,Indoles_and_derivatives,Organoheterocyclic_compounds,Indoles,mf_187
7089,Benzene_and_substituted_derivatives,Benzenoids,Styrenes,mf_378
3850,Phenols,Organoheterocyclic_compounds,not_available,mf_347
17609,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_116
10502,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
1876,Imidazopyrimidines,Organoheterocyclic_compounds,Purines_and_purine_derivatives,mf_475
8028,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Hydroxysteroids,mf_86
11658,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acyl_glycosides,mf_201
14306,Fatty_Acyls,Lipids_and_lipid-like_molecules,Eicosanoids,mf_339
16718,no_matches,no_matches,no_matches,mf_singleton
17641,no_matches,no_matches,no_matches,mf_singleton
16587,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_31
17403,no_matches,no_matches,no_matches,mf_singleton
14012,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesterterpenoids,mf_240
325,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
8680,Organooxygen_compounds,Organic_oxygen_compounds,Carbonyl_compounds,mf_singleton
12852,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,Hydroxysteroids,mf_singleton
497,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_72
13512,Glycerophospholipids,Lipids_and_lipid-like_molecules,not_available,mf_322
14472,no_matches,no_matches,no_matches,mf_singleton
17430,Fatty_Acyls,Phenylpropanoids_and_polyketides,not_available,mf_109
16867,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_34
12374,Glycerophospholipids,Lipids_and_lipid-like_molecules,Glycerophosphoethanolamines,mf_2
12740,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
14985,no_matches,no_matches,no_matches,mf_singleton
9030,Prenol_lipids,Lipids_and_lipid-like_molecules,not_available,mf_3
13476,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_20
11337,Prenol_lipids,Lipids_and_lipid-like_molecules,Triterpenoids,mf_67
5669,Organooxygen_compounds,Organic_oxygen_compounds,not_available,mf_23
12917,Fatty_Acyls,Lipids_and_lipid-like_molecules,not_available,mf_59
8794,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_450
17485,Glycerolipids,Lipids_and_lipid-like_molecules,Triradylcglycerols,mf_singleton
6988,no_matches,no_matches,no_matches,mf_singleton
8527,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_194
17247,no_matches,no_matches,no_matches,mf_singleton
2906,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acid_esters,mf_155
14638,Prenol_lipids,Lipids_and_lipid-like_molecules,Glycerophosphocholines,mf_229
13025,Carboxylic_acids_and_derivatives,Organoheterocyclic_compounds,not_available,mf_193
13955,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_226
8055,Organooxygen_compounds,Organic_oxygen_compounds,Alcohols_and_polyols,mf_singleton
9194,no_matches,no_matches,no_matches,mf_singleton
14459,Steroids_and_steroid_derivatives,Lipids_and_lipid-like_molecules,not_available,mf_192
16666,Fatty_Acyls,Lipids_and_lipid-like_molecules,Lineolic_acids_and_derivatives,mf_188
2608,Pyrans,Organoheterocyclic_compounds,Pyranones_and_derivatives,mf_singleton
8425,no_matches,no_matches,no_matches,mf_singleton
3956,Lactones,Organoheterocyclic_compounds,not_available,mf_101
11332,no_matches,no_matches,no_matches,mf_singleton
14836,no_matches,no_matches,no_matches,mf_singleton
10186,Fatty_Acyls,Lipids_and_lipid-like_molecules,Fatty_acids_and_conjugates,mf_167
8711,Organooxygen_compounds,Benzenoids,Carbonyl_compounds,mf_570
526,Carboxylic_acids_and_derivatives,Organic_acids_and_derivatives,Amino_acids-_peptides-_and_analogues,mf_92
11961,Cinnamic_acids_and_derivatives,Phenylpropanoids_and_polyketides,not_available,mf_129
8632,Prenol_lipids,Lipids_and_lipid-like_molecules,Sesquiterpenoids,mf_singleton
9976,Acetylides,Carbides,not_available,mf_singleton
2538,Indoles_and_derivatives,Organoheterocyclic_compounds,not_available,mf_225
3249,Benzene_and_substituted_derivatives,Benzenoids,Benzoic_acids_and_derivatives,mf_271
15078,no_matches,no_matches,no_matches,mf_singleton
